2013-03-15	437.93000000000001	444.23000000000002	437.25	443.66000000000003	22998600	AAPL
2013-03-14	432.82999999999998	434.63999999999999	430.44999999999999	432.5	10852700	AAPL
2013-03-13	428.44999999999999	434.5	425.36000000000001	428.35000000000002	14483900	AAPL
2013-03-12	435.60000000000002	438.88	427.56999999999999	428.43000000000001	16639700	AAPL
2013-03-11	429.75	439.00999999999999	425.13999999999999	437.87	16937000	AAPL
2013-03-08	429.80000000000001	435.43000000000001	428.61000000000001	431.72000000000003	13981500	AAPL
2013-03-07	424.5	432.00999999999999	421.06	430.57999999999998	16731200	AAPL
2013-03-06	434.50999999999999	435.25	424.43000000000001	425.66000000000003	16437500	AAPL
2013-03-05	421.48000000000002	435.19	420.75	431.13999999999999	22801200	AAPL
2013-03-04	427.80000000000001	428.19999999999999	419	420.05000000000001	20812700	AAPL
2013-03-01	438	438.18000000000001	429.98000000000002	430.47000000000003	19730300	AAPL
2013-02-28	444.05000000000001	447.87	441.39999999999998	441.39999999999998	11518400	AAPL
2013-02-27	448.43000000000001	452.44	440.64999999999998	444.56999999999999	20976800	AAPL
2013-02-26	443.81999999999999	451.54000000000002	437.66000000000003	448.97000000000003	17910700	AAPL
2013-02-25	453.85000000000002	455.12	442.56999999999999	442.80000000000001	13306400	AAPL
2013-02-22	449.25	451.60000000000002	446.60000000000002	450.81	11809100	AAPL
2013-02-21	446	449.17000000000002	442.81999999999999	446.06	15970800	AAPL
2013-02-20	457.69	457.69	448.80000000000001	448.85000000000002	17010800	AAPL
2013-02-19	461.10000000000002	462.73000000000002	453.85000000000002	459.99000000000001	15563700	AAPL
2013-02-15	468.85000000000002	470.16000000000003	459.92000000000002	460.16000000000003	13990900	AAPL
2013-02-14	464.51999999999998	471.63999999999999	464.01999999999998	466.58999999999997	12688400	AAPL
2013-02-13	467.20999999999998	473.63999999999999	463.22000000000003	467.00999999999999	16971700	AAPL
2013-02-12	479.50999999999999	482.38	467.74000000000001	467.89999999999998	21751900	AAPL
2013-02-11	476.5	484.94	473.25	479.93000000000001	18481800	AAPL
2013-02-08	474	478.81	468.25	474.98000000000002	22612800	AAPL
2013-02-07	463.25	470	454.12	468.22000000000003	25163600	AAPL
2013-02-06	456.47000000000003	466.5	452.57999999999998	457.35000000000002	21203800	AAPL
2013-02-05	444.05000000000001	459.74000000000001	442.22000000000003	457.83999999999997	20476700	AAPL
2013-02-04	453.91000000000003	455.94	442	442.31999999999999	17039900	AAPL
2013-02-01	459.11000000000001	459.48000000000002	448.35000000000002	453.62	19267300	AAPL
2013-01-31	456.98000000000002	459.27999999999997	454.98000000000002	455.49000000000001	11404800	AAPL
2013-01-30	457	462.60000000000002	454.5	456.82999999999998	14898400	AAPL
2013-01-29	458.5	460.19999999999999	452.12	458.26999999999998	20398500	AAPL
2013-01-28	437.82999999999998	453.20999999999998	435.86000000000001	449.82999999999998	28054200	AAPL
2013-01-25	451.69	456.23000000000002	435	439.88	43143800	AAPL
2013-01-24	460	465.73000000000002	450.25	450.5	52173300	AAPL
2013-01-23	508.81	514.99000000000001	504.76999999999998	514.00999999999999	30768200	AAPL
2013-01-22	504.56	507.88	496.63	504.76999999999998	16483800	AAPL
2013-01-18	498.51999999999998	502.22000000000003	496.39999999999998	500	16890100	AAPL
2013-01-17	510.31	510.75	502.02999999999997	502.68000000000001	16202800	AAPL
2013-01-16	494.63999999999999	509.44	492.5	506.08999999999997	24671600	AAPL
2013-01-15	498.30000000000001	498.99000000000001	483.38	485.92000000000002	31313300	AAPL
2013-01-14	502.68000000000001	507.5	498.50999999999999	501.75	26221700	AAPL
2013-01-11	521	525.32000000000005	519.01999999999998	520.29999999999995	12518100	AAPL
2013-01-10	528.54999999999995	528.72000000000003	515.51999999999998	523.50999999999999	21469500	AAPL
2013-01-09	522.5	525.00999999999999	515.99000000000001	517.10000000000002	14557300	AAPL
2013-01-08	529.21000000000004	531.88999999999999	521.25	525.30999999999995	16382400	AAPL
2013-01-07	522	529.29999999999995	515.20000000000005	523.89999999999998	17291300	AAPL
2013-01-04	536.97000000000003	538.63	525.83000000000004	527	21226200	AAPL
2013-01-03	547.88	549.66999999999996	541	542.10000000000002	12605900	AAPL
2013-01-02	553.82000000000005	555	541.63	549.02999999999997	20018500	AAPL
2012-12-31	510.52999999999997	535.39999999999998	509	532.16999999999996	23553300	AAPL
2012-12-28	510.29000000000002	514.48000000000002	508.12	509.58999999999997	12652800	AAPL
2012-12-27	513.53999999999996	516.25	504.66000000000003	515.05999999999995	16254300	AAPL
2012-12-26	519	519.46000000000004	511.12	513	10801300	AAPL
2012-12-24	520.35000000000002	524.25	518.71000000000004	520.16999999999996	6276900	AAPL
2012-12-21	512.47000000000003	519.66999999999996	510.24000000000001	519.33000000000004	21295300	AAPL
2012-12-20	530	530.20000000000005	518.88	521.73000000000002	17203200	AAPL
2012-12-19	531.47000000000003	533.70000000000005	525.5	526.30999999999995	16048900	AAPL
2012-12-18	525	534.89999999999998	520.25	533.89999999999998	22345900	AAPL
2012-12-17	508.93000000000001	520	501.23000000000002	518.83000000000004	27057400	AAPL
2012-12-14	514.75	518.13	505.57999999999998	509.79000000000002	36056400	AAPL
2012-12-13	531.14999999999998	537.63999999999999	525.79999999999995	529.69000000000005	22330700	AAPL
2012-12-12	547.76999999999998	548	536.26999999999998	539	17398000	AAPL
2012-12-11	539.76999999999998	549.55999999999995	537.37	541.38999999999999	21155200	AAPL
2012-12-10	525	538.50999999999999	521.58000000000004	529.82000000000005	22517300	AAPL
2012-12-07	553.39999999999998	555.20000000000005	530	533.25	28108600	AAPL
